condition	seed	task_index	task	export_path	source	generated_with_parent	missing_parent_rows	selected_top_n	valid_selected
random-matrix	0	16	Zaleplon_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_0/task_16_Zaleplon_MPO/compare_GuacaMol_20260825_101410/runs/spectralmol/seed_0/case_GuacaMol_20260825_101411/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_14_14/2026_08_25_evolution_ga_Zaleplon_MPO/generator_top_molecules_lineage.csv	top-lineage	162	0	100	100
random-matrix	0	17	Valsartan_smarts	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_0/task_17_Valsartan_smarts/compare_GuacaMol_20260825_101410/runs/spectralmol/seed_0/case_GuacaMol_20260825_101410/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_14_13/2026_08_25_evolution_ga_Valsartan_smarts/generator_top_molecules_lineage.csv	top-lineage	167	0	100	100
random-matrix	0	18	Deco_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_0/task_18_Deco_hop/compare_GuacaMol_20260825_101410/runs/spectralmol/seed_0/case_GuacaMol_20260825_101411/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_14_14/2026_08_25_evolution_ga_Deco_hop/generator_top_molecules_lineage.csv	top-lineage	93	0	93	93
random-matrix	0	19	Scaffold_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_0/task_19_Scaffold_hop/compare_GuacaMol_20260825_101416/runs/spectralmol/seed_0/case_GuacaMol_20260825_101416/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_14_19/2026_08_25_evolution_ga_Scaffold_hop/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	0	1	Troglitazone_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_0/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260825_101236/runs/spectralmol/seed_0/case_GuacaMol_20260825_101237/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_12_40/2026_08_25_evolution_ga_Troglitazone_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	0	2	Thiothixene_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_0/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260825_101239/runs/spectralmol/seed_0/case_GuacaMol_20260825_101240/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_12_43/2026_08_25_evolution_ga_Thiothixene_rediscovery/generator_top_molecules_lineage.csv	top-lineage	191	0	100	100
random-matrix	0	3	Aripiprazole_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_0/task_3_Aripiprazole_similarity/compare_GuacaMol_20260825_101248/runs/spectralmol/seed_0/case_GuacaMol_20260825_101248/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_12_51/2026_08_25_evolution_ga_Aripiprazole_similarity/generator_top_molecules_lineage.csv	top-lineage	170	0	100	100
random-matrix	0	4	Albuterol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_0/task_4_Albuterol_similarity/compare_GuacaMol_20260825_101253/runs/spectralmol/seed_0/case_GuacaMol_20260825_101254/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_12_56/2026_08_25_evolution_ga_Albuterol_similarity/generator_top_molecules_lineage.csv	top-lineage	167	0	100	100
random-matrix	0	5	Mestranol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_0/task_5_Mestranol_similarity/compare_GuacaMol_20260825_101255/runs/spectralmol/seed_0/case_GuacaMol_20260825_101256/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_12_59/2026_08_25_evolution_ga_Mestranol_similarity/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	0	6	C11H24	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_0/task_6_C11H24/compare_GuacaMol_20260825_101303/runs/spectralmol/seed_0/case_GuacaMol_20260825_101303/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_13_06/2026_08_25_evolution_ga_C11H24/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	0	7	C9H10N2O2PF2Cl	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_0/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260825_101335/runs/spectralmol/seed_0/case_GuacaMol_20260825_101336/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_13_39/2026_08_25_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules_lineage.csv	top-lineage	197	0	100	100
random-matrix	0	8	Median_molecules_1	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_0/task_8_Median_molecules_1/compare_GuacaMol_20260825_101340/runs/spectralmol/seed_0/case_GuacaMol_20260825_101341/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_13_44/2026_08_25_evolution_ga_Median_molecules_1/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	0	9	Median_molecules_2	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_0/task_9_Median_molecules_2/compare_GuacaMol_20260825_101342/runs/spectralmol/seed_0/case_GuacaMol_20260825_101342/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_13_45/2026_08_25_evolution_ga_Median_molecules_2/generator_top_molecules_lineage.csv	top-lineage	141	0	100	100
random-matrix	1	0	Celecoxib_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260825_101421/runs/spectralmol/seed_1/case_GuacaMol_20260825_101422/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_14_24/2026_08_25_evolution_ga_Celecoxib_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	1	10	Osimertinib_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_10_Osimertinib_MPO/compare_GuacaMol_20260825_101512/runs/spectralmol/seed_1/case_GuacaMol_20260825_101512/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_15_15/2026_08_25_evolution_ga_Osimertinib_MPO/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	1	11	Fexofenadine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_11_Fexofenadine_MPO/compare_GuacaMol_20260825_101525/runs/spectralmol/seed_1/case_GuacaMol_20260825_101525/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_15_28/2026_08_25_evolution_ga_Fexofenadine_MPO/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	1	12	Ranolazine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_12_Ranolazine_MPO/compare_GuacaMol_20260825_101534/runs/spectralmol/seed_1/case_GuacaMol_20260825_101535/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_15_38/2026_08_25_evolution_ga_Ranolazine_MPO/generator_top_molecules_lineage.csv	top-lineage	113	0	100	100
random-matrix	1	13	Perindopril_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_13_Perindopril_MPO/compare_GuacaMol_20260825_101541/runs/spectralmol/seed_1/case_GuacaMol_20260825_101541/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_15_44/2026_08_25_evolution_ga_Perindopril_MPO/generator_top_molecules_lineage.csv	top-lineage	76	0	76	76
random-matrix	1	14	Amlodipine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_14_Amlodipine_MPO/compare_GuacaMol_20260825_101546/runs/spectralmol/seed_1/case_GuacaMol_20260825_101546/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_15_49/2026_08_25_evolution_ga_Amlodipine_MPO/generator_top_molecules_lineage.csv	top-lineage	197	2	100	100
random-matrix	1	15	Sitagliptin_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_15_Sitagliptin_MPO/compare_GuacaMol_20260825_101552/runs/spectralmol/seed_1/case_GuacaMol_20260825_101552/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_15_55/2026_08_25_evolution_ga_Sitagliptin_MPO/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	1	16	Zaleplon_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_16_Zaleplon_MPO/compare_GuacaMol_20260825_101603/runs/spectralmol/seed_1/case_GuacaMol_20260825_101603/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_06/2026_08_25_evolution_ga_Zaleplon_MPO/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	1	17	Valsartan_smarts	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_17_Valsartan_smarts/compare_GuacaMol_20260825_101603/runs/spectralmol/seed_1/case_GuacaMol_20260825_101603/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_06/2026_08_25_evolution_ga_Valsartan_smarts/generator_top_molecules_lineage.csv	top-lineage	159	0	100	100
random-matrix	1	18	Deco_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_18_Deco_hop/compare_GuacaMol_20260825_101604/runs/spectralmol/seed_1/case_GuacaMol_20260825_101604/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_07/2026_08_25_evolution_ga_Deco_hop/generator_top_molecules_lineage.csv	top-lineage	66	0	66	66
random-matrix	1	19	Scaffold_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_19_Scaffold_hop/compare_GuacaMol_20260825_101603/runs/spectralmol/seed_1/case_GuacaMol_20260825_101604/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_06/2026_08_25_evolution_ga_Scaffold_hop/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	1	1	Troglitazone_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260825_101422/runs/spectralmol/seed_1/case_GuacaMol_20260825_101423/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_14_26/2026_08_25_evolution_ga_Troglitazone_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	1	2	Thiothixene_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260825_101424/runs/spectralmol/seed_1/case_GuacaMol_20260825_101425/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_14_27/2026_08_25_evolution_ga_Thiothixene_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	1	3	Aripiprazole_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_3_Aripiprazole_similarity/compare_GuacaMol_20260825_101438/runs/spectralmol/seed_1/case_GuacaMol_20260825_101438/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_14_41/2026_08_25_evolution_ga_Aripiprazole_similarity/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	1	4	Albuterol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_4_Albuterol_similarity/compare_GuacaMol_20260825_101438/runs/spectralmol/seed_1/case_GuacaMol_20260825_101438/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_14_41/2026_08_25_evolution_ga_Albuterol_similarity/generator_top_molecules_lineage.csv	top-lineage	186	0	100	100
random-matrix	1	5	Mestranol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_5_Mestranol_similarity/compare_GuacaMol_20260825_101442/runs/spectralmol/seed_1/case_GuacaMol_20260825_101443/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_14_46/2026_08_25_evolution_ga_Mestranol_similarity/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	1	6	C11H24	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_6_C11H24/compare_GuacaMol_20260825_101453/runs/spectralmol/seed_1/case_GuacaMol_20260825_101453/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_14_56/2026_08_25_evolution_ga_C11H24/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	1	7	C9H10N2O2PF2Cl	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260825_101458/runs/spectralmol/seed_1/case_GuacaMol_20260825_101459/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_15_02/2026_08_25_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	1	8	Median_molecules_1	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_8_Median_molecules_1/compare_GuacaMol_20260825_101458/runs/spectralmol/seed_1/case_GuacaMol_20260825_101458/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_15_01/2026_08_25_evolution_ga_Median_molecules_1/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	1	9	Median_molecules_2	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_1/task_9_Median_molecules_2/compare_GuacaMol_20260825_101508/runs/spectralmol/seed_1/case_GuacaMol_20260825_101509/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_15_12/2026_08_25_evolution_ga_Median_molecules_2/generator_top_molecules_lineage.csv	top-lineage	96	0	96	96
random-matrix	2	0	Celecoxib_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260825_101613/runs/spectralmol/seed_2/case_GuacaMol_20260825_101614/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_16/2026_08_25_evolution_ga_Celecoxib_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	2	10	Osimertinib_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_10_Osimertinib_MPO/compare_GuacaMol_20260825_101657/runs/spectralmol/seed_2/case_GuacaMol_20260825_101658/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_17_00/2026_08_25_evolution_ga_Osimertinib_MPO/generator_top_molecules_lineage.csv	top-lineage	161	0	100	100
random-matrix	2	11	Fexofenadine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_11_Fexofenadine_MPO/compare_GuacaMol_20260825_101700/runs/spectralmol/seed_2/case_GuacaMol_20260825_101700/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_17_03/2026_08_25_evolution_ga_Fexofenadine_MPO/generator_top_molecules_lineage.csv	top-lineage	197	3	100	100
random-matrix	2	12	Ranolazine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_12_Ranolazine_MPO/compare_GuacaMol_20260825_101700/runs/spectralmol/seed_2/case_GuacaMol_20260825_101700/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_17_03/2026_08_25_evolution_ga_Ranolazine_MPO/generator_top_molecules_lineage.csv	top-lineage	45	0	45	45
random-matrix	2	13	Perindopril_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_13_Perindopril_MPO/compare_GuacaMol_20260825_101705/runs/spectralmol/seed_2/case_GuacaMol_20260825_101705/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_17_08/2026_08_25_evolution_ga_Perindopril_MPO/generator_top_molecules_lineage.csv	top-lineage	57	0	57	57
random-matrix	2	14	Amlodipine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_14_Amlodipine_MPO/compare_GuacaMol_20260825_101710/runs/spectralmol/seed_2/case_GuacaMol_20260825_101711/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_17_14/2026_08_25_evolution_ga_Amlodipine_MPO/generator_top_molecules_lineage.csv	top-lineage	121	5	100	100
random-matrix	2	15	Sitagliptin_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_15_Sitagliptin_MPO/compare_GuacaMol_20260825_101710/runs/spectralmol/seed_2/case_GuacaMol_20260825_101710/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_17_13/2026_08_25_evolution_ga_Sitagliptin_MPO/generator_top_molecules_lineage.csv	top-lineage	194	0	100	100
random-matrix	2	16	Zaleplon_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_16_Zaleplon_MPO/compare_GuacaMol_20260825_101713/runs/spectralmol/seed_2/case_GuacaMol_20260825_101713/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_17_16/2026_08_25_evolution_ga_Zaleplon_MPO/generator_top_molecules_lineage.csv	top-lineage	170	0	100	100
random-matrix	2	17	Valsartan_smarts	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_17_Valsartan_smarts/compare_GuacaMol_20260825_101715/runs/spectralmol/seed_2/case_GuacaMol_20260825_101716/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_17_19/2026_08_25_evolution_ga_Valsartan_smarts/generator_top_molecules_lineage.csv	top-lineage	163	0	100	100
random-matrix	2	18	Deco_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_18_Deco_hop/compare_GuacaMol_20260825_101728/runs/spectralmol/seed_2/case_GuacaMol_20260825_101728/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_17_31/2026_08_25_evolution_ga_Deco_hop/generator_top_molecules_lineage.csv	top-lineage	78	0	78	78
random-matrix	2	19	Scaffold_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_19_Scaffold_hop/compare_GuacaMol_20260825_101728/runs/spectralmol/seed_2/case_GuacaMol_20260825_101728/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_17_30/2026_08_25_evolution_ga_Scaffold_hop/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	2	1	Troglitazone_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260825_101622/runs/spectralmol/seed_2/case_GuacaMol_20260825_101623/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_25/2026_08_25_evolution_ga_Troglitazone_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	2	2	Thiothixene_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260825_101625/runs/spectralmol/seed_2/case_GuacaMol_20260825_101625/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_28/2026_08_25_evolution_ga_Thiothixene_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	2	3	Aripiprazole_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_3_Aripiprazole_similarity/compare_GuacaMol_20260825_101628/runs/spectralmol/seed_2/case_GuacaMol_20260825_101628/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_31/2026_08_25_evolution_ga_Aripiprazole_similarity/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	2	4	Albuterol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_4_Albuterol_similarity/compare_GuacaMol_20260825_101631/runs/spectralmol/seed_2/case_GuacaMol_20260825_101632/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_35/2026_08_25_evolution_ga_Albuterol_similarity/generator_top_molecules_lineage.csv	top-lineage	194	0	100	100
random-matrix	2	5	Mestranol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_5_Mestranol_similarity/compare_GuacaMol_20260825_101637/runs/spectralmol/seed_2/case_GuacaMol_20260825_101639/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_49/2026_08_25_evolution_ga_Mestranol_similarity/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	2	6	C11H24	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_6_C11H24/compare_GuacaMol_20260825_101638/runs/spectralmol/seed_2/case_GuacaMol_20260825_101638/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_41/2026_08_25_evolution_ga_C11H24/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	2	7	C9H10N2O2PF2Cl	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260825_101638/runs/spectralmol/seed_2/case_GuacaMol_20260825_101638/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_41/2026_08_25_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules_lineage.csv	top-lineage	199	0	100	100
random-matrix	2	8	Median_molecules_1	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_8_Median_molecules_1/compare_GuacaMol_20260825_101643/runs/spectralmol/seed_2/case_GuacaMol_20260825_101644/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_48/2026_08_25_evolution_ga_Median_molecules_1/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	2	9	Median_molecules_2	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_2/task_9_Median_molecules_2/compare_GuacaMol_20260825_101646/runs/spectralmol/seed_2/case_GuacaMol_20260825_101647/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_16_49/2026_08_25_evolution_ga_Median_molecules_2/generator_top_molecules_lineage.csv	top-lineage	126	0	100	100
random-matrix	3	0	Celecoxib_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_3/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260825_101730/runs/spectralmol/seed_3/case_GuacaMol_20260825_101731/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_17_33/2026_08_25_evolution_ga_Celecoxib_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	3	10	Osimertinib_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_3/task_10_Osimertinib_MPO/compare_GuacaMol_20260825_101859/runs/spectralmol/seed_3/case_GuacaMol_20260825_101900/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_19_03/2026_08_25_evolution_ga_Osimertinib_MPO/generator_top_molecules_lineage.csv	top-lineage	108	0	100	100
random-matrix	3	11	Fexofenadine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_3/task_11_Fexofenadine_MPO/compare_GuacaMol_20260825_101901/runs/spectralmol/seed_3/case_GuacaMol_20260825_101902/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_19_04/2026_08_25_evolution_ga_Fexofenadine_MPO/generator_top_molecules_lineage.csv	top-lineage	199	1	100	100
random-matrix	3	12	Ranolazine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_3/task_12_Ranolazine_MPO/compare_GuacaMol_20260825_101904/runs/spectralmol/seed_3/case_GuacaMol_20260825_101905/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_19_08/2026_08_25_evolution_ga_Ranolazine_MPO/generator_top_molecules_lineage.csv	top-lineage	38	0	38	38
random-matrix	3	13	Perindopril_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_3/task_13_Perindopril_MPO/compare_GuacaMol_20260825_101904/runs/spectralmol/seed_3/case_GuacaMol_20260825_101904/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_19_07/2026_08_25_evolution_ga_Perindopril_MPO/generator_top_molecules_lineage.csv	top-lineage	94	0	94	94
random-matrix	3	14	Amlodipine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_3/task_14_Amlodipine_MPO/compare_GuacaMol_20260825_101904/runs/spectralmol/seed_3/case_GuacaMol_20260825_101904/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_19_07/2026_08_25_evolution_ga_Amlodipine_MPO/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	3	15	Sitagliptin_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_3/task_15_Sitagliptin_MPO/compare_GuacaMol_20260825_101910/runs/spectralmol/seed_3/case_GuacaMol_20260825_101910/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_19_13/2026_08_25_evolution_ga_Sitagliptin_MPO/generator_top_molecules_lineage.csv	top-lineage	198	0	100	100
random-matrix	3	16	Zaleplon_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_3/task_16_Zaleplon_MPO/compare_GuacaMol_20260825_101914/runs/spectralmol/seed_3/case_GuacaMol_20260825_101915/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_19_18/2026_08_25_evolution_ga_Zaleplon_MPO/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
random-matrix	3	17	Valsartan_smarts	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/random-matrix/seed_3/task_17_Valsartan_smarts/compare_GuacaMol_20260825_101922/runs/spectralmol/seed_3/case_GuacaMol_20260825_101922/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_19_25/2026_08_25_evolution_ga_Valsartan_smarts/generator_top_molecules_lineage.csv	top-lineage	162	0	100	100
