condition	seed	task_index	task	status	return_code	elapsed_seconds	source
low-only	4	13	Perindopril_MPO	ok	0	249.8954930305481	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_13_Perindopril_MPO/compare_GuacaMol_20260824_154023/model_runtime.tsv
low-only	4	14	Amlodipine_MPO	ok	0	238.10508036613464	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_154038/model_runtime.tsv
low-only	4	15	Sitagliptin_MPO	ok	0	202.2614939212799	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_154041/model_runtime.tsv
low-only	4	16	Zaleplon_MPO	ok	0	128.6878423690796	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_154040/model_runtime.tsv
low-only	4	17	Valsartan_smarts	ok	0	163.1397898197174	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_17_Valsartan_smarts/compare_GuacaMol_20260824_154050/model_runtime.tsv
low-only	4	18	Deco_hop	ok	0	252.4760127067566	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_18_Deco_hop/compare_GuacaMol_20260824_154052/model_runtime.tsv
low-only	4	19	Scaffold_hop	ok	0	194.24963355064392	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_19_Scaffold_hop/compare_GuacaMol_20260824_154047/model_runtime.tsv
low-only	4	1	Troglitazone_rediscovery	ok	0	190.6250193119049	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_153918/model_runtime.tsv
low-only	4	2	Thiothixene_rediscovery	ok	0	197.0755066871643	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_153923/model_runtime.tsv
low-only	4	3	Aripiprazole_similarity	ok	0	178.23550009727478	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_153925/model_runtime.tsv
low-only	4	4	Albuterol_similarity	ok	0	160.16984367370605	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_4_Albuterol_similarity/compare_GuacaMol_20260824_153927/model_runtime.tsv
low-only	4	5	Mestranol_similarity	ok	0	200.26083707809448	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_5_Mestranol_similarity/compare_GuacaMol_20260824_153926/model_runtime.tsv
low-only	4	6	C11H24	ok	0	124.99767112731934	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_6_C11H24/compare_GuacaMol_20260824_153938/model_runtime.tsv
low-only	4	7	C9H10N2O2PF2Cl	ok	0	130.89955639839172	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_153936/model_runtime.tsv
low-only	4	8	Median_molecules_1	ok	0	198.74673080444336	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_8_Median_molecules_1/compare_GuacaMol_20260824_153938/model_runtime.tsv
low-only	4	9	Median_molecules_2	ok	0	133.38982009887695	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_9_Median_molecules_2/compare_GuacaMol_20260824_153944/model_runtime.tsv
low-only	5	0	Celecoxib_rediscovery	ok	0	240.20379328727722	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_154048/model_runtime.tsv
low-only	5	10	Osimertinib_MPO	ok	0	177.5989100933075	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_154150/model_runtime.tsv
low-only	5	11	Fexofenadine_MPO	ok	0	248.3703830242157	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_154156/model_runtime.tsv
low-only	5	12	Ranolazine_MPO	ok	0	190.374596118927	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_154159/model_runtime.tsv
low-only	5	13	Perindopril_MPO	ok	0	253.98255467414856	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_13_Perindopril_MPO/compare_GuacaMol_20260824_154159/model_runtime.tsv
low-only	5	14	Amlodipine_MPO	ok	0	240.132493019104	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_154156/model_runtime.tsv
low-only	5	15	Sitagliptin_MPO	ok	0	184.1517882347107	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_154202/model_runtime.tsv
low-only	5	16	Zaleplon_MPO	ok	0	165.68250393867493	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_154205/model_runtime.tsv
low-only	5	17	Valsartan_smarts	ok	0	160.54848098754883	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_17_Valsartan_smarts/compare_GuacaMol_20260824_154220/model_runtime.tsv
low-only	5	18	Deco_hop	ok	0	170.81148052215576	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_18_Deco_hop/compare_GuacaMol_20260824_154223/model_runtime.tsv
low-only	5	19	Scaffold_hop	ok	0	218.1815061569214	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_19_Scaffold_hop/compare_GuacaMol_20260824_154234/model_runtime.tsv
low-only	5	1	Troglitazone_rediscovery	ok	0	186.94741010665894	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_154055/model_runtime.tsv
low-only	5	2	Thiothixene_rediscovery	ok	0	207.25050020217896	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_154055/model_runtime.tsv
low-only	5	3	Aripiprazole_similarity	ok	0	187.987610578537	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_154059/model_runtime.tsv
low-only	5	4	Albuterol_similarity	ok	0	149.9425036907196	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_4_Albuterol_similarity/compare_GuacaMol_20260824_154100/model_runtime.tsv
low-only	5	5	Mestranol_similarity	ok	0	176.63896226882935	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_5_Mestranol_similarity/compare_GuacaMol_20260824_154101/model_runtime.tsv
low-only	5	6	C11H24	ok	0	140.66867017745972	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_6_C11H24/compare_GuacaMol_20260824_154115/model_runtime.tsv
low-only	5	7	C9H10N2O2PF2Cl	ok	0	151.05713820457458	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_154139/model_runtime.tsv
low-only	5	8	Median_molecules_1	ok	0	220.8667814731598	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_8_Median_molecules_1/compare_GuacaMol_20260824_154144/model_runtime.tsv
low-only	5	9	Median_molecules_2	ok	0	134.53044056892395	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_5/task_9_Median_molecules_2/compare_GuacaMol_20260824_154142/model_runtime.tsv
random-matrix	0	0	Celecoxib_rediscovery	ok	0	186.01275420188904	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_154234/model_runtime.tsv
random-matrix	0	10	Osimertinib_MPO	ok	0	146.7587025165558	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_154335/model_runtime.tsv
random-matrix	0	11	Fexofenadine_MPO	ok	0	231.61367321014404	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_154346/model_runtime.tsv
random-matrix	0	12	Ranolazine_MPO	ok	0	135.02502489089966	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_154341/model_runtime.tsv
random-matrix	0	13	Perindopril_MPO	ok	0	262.43479084968567	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_13_Perindopril_MPO/compare_GuacaMol_20260824_154409/model_runtime.tsv
random-matrix	0	14	Amlodipine_MPO	ok	0	218.3174135684967	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_154403/model_runtime.tsv
random-matrix	0	15	Sitagliptin_MPO	ok	0	302.15790128707886	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_154407/model_runtime.tsv
random-matrix	0	16	Zaleplon_MPO	ok	0	153.2804126739502	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_154413/model_runtime.tsv
random-matrix	0	17	Valsartan_smarts	ok	0	165.06475734710693	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_17_Valsartan_smarts/compare_GuacaMol_20260824_154411/model_runtime.tsv
random-matrix	0	18	Deco_hop	ok	0	184.52757811546326	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_18_Deco_hop/compare_GuacaMol_20260824_154419/model_runtime.tsv
random-matrix	0	19	Scaffold_hop	ok	0	201.28725719451904	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_19_Scaffold_hop/compare_GuacaMol_20260824_154423/model_runtime.tsv
random-matrix	0	1	Troglitazone_rediscovery	ok	0	204.68277382850647	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_154239/model_runtime.tsv
random-matrix	0	2	Thiothixene_rediscovery	ok	0	172.0232388973236	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_154234/model_runtime.tsv
random-matrix	0	3	Aripiprazole_similarity	ok	0	186.88037157058716	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_154251/model_runtime.tsv
random-matrix	0	4	Albuterol_similarity	ok	0	146.72280955314636	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_4_Albuterol_similarity/compare_GuacaMol_20260824_154247/model_runtime.tsv
random-matrix	0	5	Mestranol_similarity	ok	0	190.75448083877563	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_5_Mestranol_similarity/compare_GuacaMol_20260824_154255/model_runtime.tsv
random-matrix	0	6	C11H24	ok	0	116.30438995361328	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_6_C11H24/compare_GuacaMol_20260824_154253/model_runtime.tsv
random-matrix	0	7	C9H10N2O2PF2Cl	ok	0	196.2566637992859	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_154256/model_runtime.tsv
random-matrix	0	8	Median_molecules_1	ok	0	187.7664315700531	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_8_Median_molecules_1/compare_GuacaMol_20260824_154307/model_runtime.tsv
random-matrix	0	9	Median_molecules_2	ok	0	170.53305912017822	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_0/task_9_Median_molecules_2/compare_GuacaMol_20260824_154312/model_runtime.tsv
random-matrix	1	0	Celecoxib_rediscovery	ok	0	204.4923803806305	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_154429/model_runtime.tsv
random-matrix	1	10	Osimertinib_MPO	ok	0	145.04080533981323	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_154511/model_runtime.tsv
random-matrix	1	11	Fexofenadine_MPO	ok	0	235.94339203834534	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_154515/model_runtime.tsv
random-matrix	1	12	Ranolazine_MPO	ok	0	543.9824545383453	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_154515/model_runtime.tsv
random-matrix	1	13	Perindopril_MPO	ok	0	262.1382067203522	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_13_Perindopril_MPO/compare_GuacaMol_20260824_154523/model_runtime.tsv
random-matrix	1	14	Amlodipine_MPO	ok	0	244.03627014160156	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_154520/model_runtime.tsv
random-matrix	1	15	Sitagliptin_MPO	ok	0	179.22985172271729	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_154525/model_runtime.tsv
random-matrix	1	16	Zaleplon_MPO	ok	0	139.56030368804932	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_154537/model_runtime.tsv
random-matrix	1	17	Valsartan_smarts	ok	0	166.4994125366211	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_17_Valsartan_smarts/compare_GuacaMol_20260824_154532/model_runtime.tsv
random-matrix	1	18	Deco_hop	ok	0	171.79340600967407	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_18_Deco_hop/compare_GuacaMol_20260824_154550/model_runtime.tsv
random-matrix	1	19	Scaffold_hop	ok	0	180.45928835868835	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_19_Scaffold_hop/compare_GuacaMol_20260824_154602/model_runtime.tsv
random-matrix	1	1	Troglitazone_rediscovery	ok	0	183.10985279083252	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_154438/model_runtime.tsv
random-matrix	1	2	Thiothixene_rediscovery	ok	0	215.19400763511658	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_154449/model_runtime.tsv
random-matrix	1	3	Aripiprazole_similarity	ok	0	177.9713418483734	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_154444/model_runtime.tsv
random-matrix	1	4	Albuterol_similarity	ok	0	171.930114030838	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_4_Albuterol_similarity/compare_GuacaMol_20260824_154454/model_runtime.tsv
random-matrix	1	5	Mestranol_similarity	ok	0	220.58021688461304	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_5_Mestranol_similarity/compare_GuacaMol_20260824_154500/model_runtime.tsv
random-matrix	1	6	C11H24	ok	0	201.25230622291565	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_6_C11H24/compare_GuacaMol_20260824_154454/model_runtime.tsv
random-matrix	1	7	C9H10N2O2PF2Cl	ok	0	151.50409483909607	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_154456/model_runtime.tsv
random-matrix	1	8	Median_molecules_1	ok	0	149.82708024978638	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_8_Median_molecules_1/compare_GuacaMol_20260824_154513/model_runtime.tsv
random-matrix	1	9	Median_molecules_2	ok	0	192.81090569496155	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_1/task_9_Median_molecules_2/compare_GuacaMol_20260824_154512/model_runtime.tsv
random-matrix	2	0	Celecoxib_rediscovery	ok	0	222.94288611412048	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_154602/model_runtime.tsv
random-matrix	2	10	Osimertinib_MPO	ok	0	160.6896026134491	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_154625/model_runtime.tsv
random-matrix	2	11	Fexofenadine_MPO	ok	0	212.85652828216553	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_154658/model_runtime.tsv
random-matrix	2	12	Ranolazine_MPO	ok	0	137.50493717193604	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_154706/model_runtime.tsv
random-matrix	2	13	Perindopril_MPO	ok	0	266.26982283592224	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_13_Perindopril_MPO/compare_GuacaMol_20260824_154738/model_runtime.tsv
random-matrix	2	14	Amlodipine_MPO	ok	0	217.92939615249634	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_154732/model_runtime.tsv
random-matrix	2	15	Sitagliptin_MPO	ok	0	194.44422936439514	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_154742/model_runtime.tsv
random-matrix	2	16	Zaleplon_MPO	ok	0	210.23734545707703	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_154750/model_runtime.tsv
random-matrix	2	17	Valsartan_smarts	ok	0	164.73026537895203	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_17_Valsartan_smarts/compare_GuacaMol_20260824_154747/model_runtime.tsv
random-matrix	2	18	Deco_hop	ok	0	178.3435413837433	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_18_Deco_hop/compare_GuacaMol_20260824_154747/model_runtime.tsv
random-matrix	2	19	Scaffold_hop	ok	0	180.07270574569702	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_19_Scaffold_hop/compare_GuacaMol_20260824_154747/model_runtime.tsv
random-matrix	2	1	Troglitazone_rediscovery	ok	0	209.4456992149353	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_154611/model_runtime.tsv
random-matrix	2	2	Thiothixene_rediscovery	ok	0	183.59194612503052	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_154608/model_runtime.tsv
random-matrix	2	3	Aripiprazole_similarity	ok	0	170.77899718284607	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_154613/model_runtime.tsv
random-matrix	2	4	Albuterol_similarity	ok	0	169.79940366744995	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_4_Albuterol_similarity/compare_GuacaMol_20260824_154617/model_runtime.tsv
random-matrix	2	5	Mestranol_similarity	ok	0	211.09992337226868	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_5_Mestranol_similarity/compare_GuacaMol_20260824_154612/model_runtime.tsv
random-matrix	2	6	C11H24	ok	0	246.40919089317322	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_6_C11H24/compare_GuacaMol_20260824_154619/model_runtime.tsv
random-matrix	2	7	C9H10N2O2PF2Cl	ok	0	125.30690860748291	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_154617/model_runtime.tsv
random-matrix	2	8	Median_molecules_1	ok	0	160.37111020088196	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_8_Median_molecules_1/compare_GuacaMol_20260824_154625/model_runtime.tsv
random-matrix	2	9	Median_molecules_2	ok	0	187.28425645828247	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_2/task_9_Median_molecules_2/compare_GuacaMol_20260824_154626/model_runtime.tsv
random-matrix	3	0	Celecoxib_rediscovery	ok	0	196.3434543609619	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_3/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_154756/model_runtime.tsv
random-matrix	3	10	Osimertinib_MPO	ok	0	144.88034892082214	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_3/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_154837/model_runtime.tsv
random-matrix	3	11	Fexofenadine_MPO	ok	0	224.18945217132568	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_3/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_154837/model_runtime.tsv
random-matrix	3	12	Ranolazine_MPO	ok	0	147.78002095222473	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_3/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_154845/model_runtime.tsv
random-matrix	3	13	Perindopril_MPO	ok	0	245.72655177116394	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_3/task_13_Perindopril_MPO/compare_GuacaMol_20260824_154852/model_runtime.tsv
random-matrix	3	14	Amlodipine_MPO	ok	0	272.7298994064331	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_3/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_154855/model_runtime.tsv
random-matrix	3	15	Sitagliptin_MPO	ok	0	196.19840550422668	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_3/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_154907/model_runtime.tsv
random-matrix	3	16	Zaleplon_MPO	ok	0	147.1389081478119	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_3/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_154915/model_runtime.tsv
random-matrix	3	17	Valsartan_smarts	ok	0	165.42741656303406	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_3/task_17_Valsartan_smarts/compare_GuacaMol_20260824_154915/model_runtime.tsv
random-matrix	3	18	Deco_hop	ok	0	191.83340716362	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_3/task_18_Deco_hop/compare_GuacaMol_20260824_154921/model_runtime.tsv
random-matrix	3	19	Scaffold_hop	ok	0	262.29261112213135	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_3/task_19_Scaffold_hop/compare_GuacaMol_20260824_154916/model_runtime.tsv
random-matrix	3	1	Troglitazone_rediscovery	ok	0	208.67541456222534	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_3/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_154756/model_runtime.tsv
random-matrix	3	2	Thiothixene_rediscovery	ok	0	215.36637663841248	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/random-matrix/seed_3/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_154754/model_runtime.tsv
